task,mode,agent,steps,total_reward,oracle_score,coverage,success,partial_success,compromise_detected,phase,failure_reason,counterfactual_gain_diff,counterfactual_reward,efficiency_reward,regret,regret_penalty,had_checkpoints,phase_gating_violations,total_noisy_observations,noise_rate,matched_trajectory,valid_path_count,trajectory_diversity_bonus,path_frequency,contextual_bonus_scale
easy,noisy,improved,6,11.197910991826575,1.0,1.0,1,1.0,1,decision,success,0.0,0.0,0.25,0.77,0.038500000000000006,1,0,1,0.16666666666666666,primary,4,0.0,0.0,0.0
easy,noisy,improved,6,10.627041837106844,1.0,1.0,1,1.0,0,decision,success,0.0,0.0,0.25,0.764259008415352,0.038212950420767604,1,0,4,0.6666666666666666,alternative_2,4,0.005740991584648074,0.625,0.22963966338592295
easy,noisy,improved,6,10.64776645513123,1.0,1.0,1,1.0,0,decision,success,0.0,0.0,0.25,0.7463156161864468,0.037315780809322345,1,0,2,0.3333333333333333,alternative_1,4,0.023684383813553204,0.035398230088495575,0.9473753525421281
easy,noisy,improved,6,11.197910991826575,1.0,1.0,1,1.0,1,decision,success,0.0,0.0,0.25,0.77,0.038500000000000006,1,0,2,0.3333333333333333,primary,4,0.0,0.0,0.0
easy,noisy,improved,6,10.62724466567133,1.0,1.0,1,1.0,0,decision,success,0.0,0.0,0.25,0.7640833992686105,0.038204169963430526,1,0,3,0.5,alternative_2,4,0.005916600731389525,0.6173913043478261,0.23666402925558097
easy,noisy,improved,6,10.627156489918699,1.0,1.0,1,1.0,0,decision,success,0.0,0.0,0.25,0.7641597419115812,0.038207987095579064,1,0,1,0.16666666666666666,alternative_2,4,0.005840258088418825,0.6206896551724138,0.23361032353675298
easy,noisy,improved,6,10.627070194225922,1.0,1.0,1,1.0,0,decision,success,0.0,0.0,0.25,0.7642344567971021,0.038211722839855106,1,0,4,0.6666666666666666,alternative_2,4,0.005765543202897891,0.6239316239316239,0.23062172811591564
easy,noisy,improved,6,10.626985722947166,1.0,1.0,1,1.0,0,decision,success,0.0,0.0,0.25,0.764307592103385,0.03821537960516925,1,0,3,0.5,alternative_2,4,0.005692407896615055,0.6271186440677966,0.22769631586460218
easy,noisy,improved,6,10.626903022536403,1.0,1.0,1,1.0,0,decision,success,0.0,0.0,0.25,0.7643791941906255,0.03821895970953128,1,0,4,0.6666666666666666,alternative_2,4,0.005620805809374508,0.6302521008403361,0.2248322323749803
easy,noisy,improved,6,10.626822041451376,1.0,1.0,1,1.0,0,decision,success,0.0,0.0,0.25,0.7644493076841546,0.03822246538420773,1,0,4,0.6666666666666666,alternative_2,4,0.005550692315845402,0.6333333333333333,0.22202769263381608
easy,noisy,improved,6,11.197910991826575,1.0,1.0,1,1.0,1,decision,success,0.0,0.0,0.25,0.77,0.038500000000000006,1,0,1,0.16666666666666666,primary,4,0.0,0.0,0.0
easy,noisy,improved,6,10.626879453623868,1.0,1.0,1,1.0,0,decision,success,0.0,0.0,0.25,0.7643996001755045,0.038219980008775224,1,0,5,0.8333333333333334,alternative_2,4,0.005600399824495577,0.6311475409836066,0.22401599297982305
easy,noisy,improved,6,10.626800730494015,1.0,1.0,1,1.0,0,decision,success,0.0,0.0,0.25,0.7644677587294897,0.038223387936474486,1,0,4,0.6666666666666666,alternative_2,4,0.005532241270510371,0.6341463414634146,0.22128965082041482
easy,noisy,improved,6,10.626723591315443,1.0,1.0,1,1.0,0,decision,success,0.0,0.0,0.25,0.7645345458970848,0.03822672729485424,1,0,2,0.3333333333333333,alternative_2,4,0.005465454102915189,0.6370967741935484,0.21861816411660756
easy,noisy,improved,6,10.626647991826577,1.0,1.0,1,1.0,0,decision,success,0.0,0.0,0.25,0.7646000000000001,0.03823000000000001,1,0,8,1.3333333333333333,alternative_2,4,0.0054,0.64,0.216
easy,adversarial,improved,7,0.8819401586957779,1.0,0.0,1,0.0,0,decision,success,1.3862943611198908,0.13862943611198908,0.21428571428571427,-0.13825099240366046,-0.0069125496201830235,1,0,0,0.0,alternative_2,4,0.005335842005957114,0.6428571428571429,0.21343368023828455
easy,adversarial,improved,7,0.8818741162849603,1.0,0.0,1,0.0,0,decision,success,1.3862943611198908,0.13862943611198908,0.21428571428571427,-0.1381880948695485,-0.0069094047434774255,1,0,0,0.0,alternative_2,4,0.005272944471845158,0.6456692913385826,0.2109177788738063
easy,adversarial,improved,7,2.1117766166719343,1.0,0.2,1,0.2,0,decision,success,0.2876820724517808,0.02876820724517808,0.21428571428571427,-1.1316662101990023,-0.056583310509950115,1,0,0,0.0,primary,4,0.0,0.0,0.0
easy,adversarial,improved,7,2.1117766166719343,1.0,0.2,1,0.2,0,decision,success,0.2876820724517808,0.02876820724517808,0.21428571428571427,-1.1316662101990023,-0.056583310509950115,1,0,0,0.0,primary,4,0.0,0.0,0.0
easy,adversarial,improved,7,0.8820439095471165,1.0,0.0,1,0.0,0,decision,success,1.3862943611198908,0.13862943611198908,0.21428571428571427,-0.13834980273826875,-0.006917490136913437,1,0,0,0.0,alternative_2,4,0.005434652340565397,0.6384615384615384,0.21738609362261585
easy,adversarial,improved,7,0.8819786941156457,1.0,0.0,1,0.0,0,decision,success,1.3862943611198908,0.13862943611198908,0.21428571428571427,-0.1382876928035345,-0.006914384640176726,1,0,0,0.0,alternative_2,4,0.0053725424058311665,0.6412213740458015,0.21490169623324665
easy,adversarial,improved,7,2.1117766166719343,1.0,0.2,1,0.2,0,decision,success,0.2876820724517808,0.02876820724517808,0.21428571428571427,-1.1316662101990023,-0.056583310509950115,1,0,0,0.0,primary,4,0.0,0.0,0.0
easy,adversarial,improved,7,2.1117766166719343,1.0,0.2,1,0.2,0,decision,success,0.2876820724517808,0.02876820724517808,0.21428571428571427,-1.1316662101990023,-0.056583310509950115,1,0,0,0.0,primary,4,0.0,0.0,0.0
easy,adversarial,improved,7,0.8821420434976036,1.0,0.0,1,0.0,0,decision,success,1.3862943611198908,0.13862943611198908,0.21428571428571427,-0.13844326364349452,-0.006922163182174726,1,0,0,0.0,alternative_2,4,0.0055281132457911655,0.6343283582089553,0.2211245298316466
easy,adversarial,improved,7,2.1117766166719343,1.0,0.2,1,0.2,0,decision,success,0.2876820724517808,0.02876820724517808,0.21428571428571427,-1.1316662101990023,-0.056583310509950115,1,0,0,0.0,primary,4,0.0,0.0,0.0
easy,adversarial,improved,7,2.1117766166719343,1.0,0.2,1,0.2,0,decision,success,0.2876820724517808,0.02876820724517808,0.21428571428571427,-1.1316662101990023,-0.056583310509950115,1,0,0,0.0,primary,4,0.0,0.0,0.0
easy,adversarial,improved,7,0.8822996858884044,1.0,0.0,1,0.0,0,decision,success,1.3862943611198908,0.13862943611198908,0.21428571428571427,-0.1385933992537809,-0.006929669962689045,1,0,0,0.0,alternative_2,4,0.0056782488560775495,0.6277372262773723,0.22712995424310195
easy,adversarial,improved,7,0.8822349973318636,1.0,0.0,1,0.0,0,decision,success,1.3862943611198908,0.13862943611198908,0.21428571428571427,-0.13853179110469444,-0.006926589555234722,1,0,0,0.0,alternative_2,4,0.005616640706991081,0.6304347826086957,0.22466562827964323
easy,adversarial,improved,7,2.1117766166719343,1.0,0.2,1,0.2,0,decision,success,0.2876820724517808,0.02876820724517808,0.21428571428571427,-1.1316662101990023,-0.056583310509950115,1,0,0,0.0,primary,4,0.0,0.0,0.0
easy,adversarial,improved,7,2.1117766166719343,1.0,0.2,1,0.2,0,decision,success,0.2876820724517808,0.02876820724517808,0.21428571428571427,-1.1316662101990023,-0.056583310509950115,1,0,0,0.0,primary,4,0.0,0.0,0.0
